id;Fecha;MENCION
145972;2011-12-02;LICENCIADO EN CONTADURIA PUBLICA
14646;2009-07-17;LICENCIADO EN EDUCACION
6772;2008-02-15;INGENIERO AGRONOMO
10757;2008-07-18;LICENCIADO EN EDUCACIÓN
18596;2008-07-25;INGENIERO AGRONOMO
41437;2008-01-25;LICENCIADO EN EDUCACION
151151;2008-06-13;SOCIOLOGO
87434;2017-06-02;Licenciado en Estudios Internacionales
151152;2012-11-30;LICENCIADO EN HISTORIA
26405;2010-12-10;INGENIERO AGRONOMO
698;2008-02-15;INGENIERO AGRONOMO
18598;2008-12-12;INGENIERO AGRONOMO
10758;2008-12-12;INGENIERO AGRONOMO
8777;2009-12-04;LICENCIADO EN ADMINISTRACION COMERCIAL
151153;2014-12-11;MEDICO CIRUJANO
2682;2008-07-25;ODONTOLOGO
2683;2014-03-13;LICENCIADO EN INSPECCIÓN EN SALUD PUBLICA
140792;2014-04-04;ODONTOLOGO
40824;2010-11-26;ABOGADO
18599;2016-07-01;LICENCIADO EN ARTES
73954;2018-11-30;LICENCIADO EN EDUCACIÓN
4752;2008-04-18;LICENCIADO EN BIOANALISIS
63566;2011-03-18;TECNICO SUPERIOR EN INFORMACION DE SALUD
188248;2008-12-04;ECONOMISTA
29872;2009-07-17;LICENCIADO EN FILOSOFIA
176860;2014-12-05;INGENIERO ELECTRICISTA
18601;2016-12-09;LICENCIADO EN CIENCIAS ESTADISTICAS
78604;2014-07-25;LICENCIADO EN ENFERMERIA
188251;2009-01-23;LICENCIADO EN GEOGRAFIA
23367;2010-01-29;LICENCIADO EN TRADUCCION E INTERPRETACION
38728;2015-11-27;ABOGADO
18603;2008-12-12;LICENCIADO EN BIOLOGIA
129658;2018-04-13;LICENCIADO EN INSPECCIÓN DE SALUD PÚBLICA
40215;2011-12-02;ECONOMISTA
14651;2008-07-11;LICENCIADO EN QUIMICA
129650;2018-04-13;LICENCIADO EN INSPECCIÓN DE SALUD PÚBLICA
166840;2008-12-12;INGENIERO ELECTRICISTA
46608;2013-12-13;INGENIERO GEOLOGO
166841;2008-01-25;LICENCIADO EN TRADUCCION E INTERPRETACION
2687;2008-01-25;LICENCIADO EN EDUCACION
45176;2008-01-25;LICENCIADO EN EDUCACION
30207;2013-03-08;LICENCIADO EN TERAPIA OCUPACIONAL
20647;2011-07-01;SOCIOLOGO
6773;2008-07-18;LICENCIADO EN EDUCACIÓN
12675;2008-07-18;LICENCIADO EN TRADUCCION
701;2014-11-14;LICENCIADO EN ADMINISTRACION COMERCIAL
32077;2011-12-02;LICENCIADO EN CONTADURIA PUBLICA
64170;2013-11-29;LICENCIADO EN EDUCACION
16646;2010-11-26;LICENCIADO EN CIENCIAS POLITICAS Y ADMINISTRATIVAS
36633;2008-07-18;LICENCIADO EN EDUCACION MENCION QUIMICA
166844;2011-07-21;INGENIERO AGRONOMO
172045;2008-11-14;MEDICO CIRUJANO
12676;2011-03-25;ABOGADO
29209;2011-12-16;INGENIERO GEOLOGO
176865;2008-05-30;ARQUITECTO
12677;2009-12-04;LICENCIADO EN TRABAJO SOCIAL
4756;2009-07-23;INGENIERO AGRONOMO
14654;2010-07-09;INGENIERO AGRONOMO
4758;2009-12-11;INGENIERO HIDROMETEOROLOGISTA
4759;2011-12-13;ODONTOLOGO
10762;2018-12-07;ANTROPÓLOGO
172047;2009-12-04;LICENCIADO EN ADMINISTRACION COMERCIAL
172048;2009-10-23;LICENCIADO EN ENFERMERIA
18608;2009-06-05;LICENCIADO EN CONTADURIA PUBLICA
135574;2011-01-28;LICENCIADO EN EDUCACION
6777;2011-03-25;LICENCIADO EN ENFERMERIA
16651;2010-07-09;INGENIERO AGRONOMO
34573;2010-12-10;LICENCIADO EN FISICA
182619;2012-07-20;INGENIERO QUIMICO
69085;2015-11-27;ABOGADO
55590;2010-01-22;TECNICO SUPERIOR EN INFORMACION DE SALUD
87440;2018-07-27;TÉCNICO SUPERIOR EN INFORMACIÓN DE SALUD
135578;2008-07-11;LICENCIADO EN QUIMICA
145986;2014-04-04;ODONTOLOGO
87442;2016-12-16;LICENCIADO EN TERAPIA CARDIORESPIRATORIA
10763;2008-12-12;LICENCIADO EN COMPUTACION
145987;2008-02-15;INGENIERO AGRONOMO
12680;2009-01-23;LICENCIADO EN EDUCACION
42392;2010-03-26;LICENCIADO EN TERAPIA OCUPACIONAL
78903;2013-03-07;TECNICO SUPERIOR EN INFORMACION DE SALUD
18611;2010-04-23;LICENCIADO EN ENFERMERIA
2689;2009-10-23;LICENCIADO EN ENFERMERIA
8783;2015-03-13;TECNICO SUPERIOR EN RADIOLOGIA E IMAGENOLOGIA
61703;2015-05-08;LICENCIADO EN HISTORIA
706;2009-11-27;ABOGADO
56574;2012-11-30;LICENCIADO EN COMUNICACION SOCIAL
140808;2012-07-27;ODONTOLOGO
6781;2012-07-13;LICENCIADO EN BIOANALISIS
188260;2008-06-13;LICENCIADO EN CIENCIAS ESTADISTICAS
42974;2010-06-04;LICENCIADO EN TRABAJO SOCIAL
26605;2008-06-13;SOCIOLOGO
48724;2018-04-27;ODONTÓLOGO
151170;2016-12-16;MEDICO CIRUJANO
6783;2008-06-13;ANTROPOLOGO
709;2010-01-29;LICENCIADO EN LETRAS
53267;2014-03-28;LICENCIADO EN TRABAJO SOCIAL
22213;2008-01-25;LICENCIADO EN EDUCACION MENCION MATEMATICA
22213;2008-07-11;LICENCIADO EN MATEMATICA
140809;2011-11-11;LICENCIADO EN PSICOLOGIA
161610;2010-04-23;ARQUITECTO
20652;2008-01-25;LICENCIADO EN EDUCACION
4762;2008-12-12;LICENCIADO EN QUIMICA
151171;2008-02-15;INGENIERO AGRONOMO
6784;2012-07-27;INGENIERO AGRONOMO
10766;2008-07-25;INGENIERO AGRONOMO
712;2009-12-11;INGENIERO AGRONOMO
54167;2012-11-23;ABOGADO
58152;2016-07-08;ABOGADO
2694;2010-01-29;LICENCIADO EN EDUCACION
172058;2010-12-10;LICENCIADO EN COMPUTACION
188264;2008-01-25;LICENCIADO EN COMUNICACION SOCIAL
166858;2008-02-15;INGENIERO AGRONOMO
28585;2009-07-17;LICENCIADO EN ARTES
20656;2008-06-13;ECONOMISTA
35383;2010-01-22;TECNICO SUPERIOR EN CARDIOPULMONAR
715;2008-11-14;FARMACEUTICO
151174;2018-07-27;LICENCIADO EN COMPUTACIÓN
79057;2017-11-17;LICENCIADO EN TRADUCCIÓN
135587;2009-07-23;ODONTOLOGO
166862;2009-06-05;LICENCIADO EN CIENCIAS ESTADISTICAS
161616;2009-07-23;ODONTOLOGO
172063;2008-12-04;LICENCIADO EN ADMINISTRACION COMERCIAL
172064;2008-12-12;INGENIERO CIVIL
140816;2009-11-13;MEDICO CIRUJANO
166863;2008-07-11;INGENIERO DE PETROLEO
28538;2014-04-25;LICENCIADO EN GEOGRAFIA
166865;2009-07-23;ODONTOLOGO
14663;2011-07-01;LICENCIADO EN CONTADURIA PUBLICA
20658;2008-07-11;INGENIERO ELECTRICISTA
2696;2009-04-24;ABOGADO
182639;2009-06-05;ECONOMISTA
2697;2008-12-04;LICENCIADO EN CIENCIAS ACTUARIALES
32732;2008-12-12;LICENCIADO EN GEOQUIMICA
8789;2010-12-10;LICENCIADO EN BIOLOGIA
34667;2010-01-29;LICENCIADO EN TRADUCCION
16657;2009-03-27;ODONTOLOGO
176882;2015-07-03;LICENCIADO EN COMPUTACION
23372;2008-01-25;LICENCIADO EN ARTES
14666;2010-07-23;LICENCIADO EN TRADUCCION E INTERPRETACION
46558;2011-07-08;INGENIERO METALURGICO
71688;2015-06-05;LICENCIADO EN ENFERMERIA
6790;2009-07-17;LICENCIADO EN FILOSOFIA
71764;2012-03-23;LICENCIADO EN ENFERMERIA
12687;2016-11-25;LICENCIADO EN ARCHIVOLOGIA
54733;2009-10-23;LICENCIADO EN ENFERMERIA
12036;2010-07-27;ODONTOLOGO
719;2008-01-25;LICENCIADO EN ARTES
53383;2011-12-02;LICENCIADO EN TRABAJO SOCIAL
4770;2009-07-23;ODONTOLOGO
8791;2015-07-03;LICENCIADO EN COMPUTACION
29942;2011-12-02;ECONOMISTA
14668;2009-07-23;ODONTOLOGO
35775;2009-01-16;TECNICO SUPERIOR EN RADIOLOGIA E IMAGENOLOGIA
146004;2010-07-27;ODONTOLOGO
146006;2009-06-12;INGENIERO GEODESTA
22551;2009-12-11;INGENIERO QUIMICO
48010;2012-07-20;INGENIERO MECANICO
26747;2012-12-07;LICENCIADO EN CONTADURIA PUBLICA
18615;2014-03-28;LICENCIADO EN CIENCIAS ESTADISTICAS
16661;2009-07-23;ODONTOLOGO
18617;2012-11-23;ABOGADO
8798;2013-07-04;LICENCIADO EN COMPUTACION
151188;2013-06-28;ECONOMISTA
176883;2008-07-18;LICENCIADO EN LETRAS
58303;2015-07-17;ODONTOLOGO
33925;2008-04-18;LICENCIADO EN BIOANALISIS
23375;2015-06-19;LICENCIADO EN TRABAJO SOCIAL
87447;2017-12-05;ABOGADO
20665;2009-07-23;ODONTOLOGO
4773;2011-07-01;LICENCIADO EN CIENCIAS ACTUARIALES
22776;2011-12-16;INGENIERO MECANICO
35207;2012-11-30;LICENCIADO EN NUTRICION Y DIETETICA
2700;2008-06-13;ANTROPOLOGO
44923;2012-07-13;LICENCIADO EN COMPUTACION
87448;2016-12-16;LICENCIADO EN TERAPIA CARDIORESPIRATORIA
20667;2011-07-29;LICENCIADO EN TRADUCCION
62655;2012-03-23;LICENCIADO EN ENFERMERIA
16664;2008-07-25;INGENIERO AGRONOMO
45214;2012-11-23;ABOGADO
146018;2010-06-18;LICENCIADO EN BIOANALISIS
161637;2008-02-15;INGENIERO AGRONOMO
8805;2008-02-15;INGENIERO AGRONOMO
14675;2008-06-13;ECONOMISTA
188285;2011-11-11;LICENCIADO EN LETRAS
54778;2012-03-23;LICENCIADO EN ENFERMERIA
4776;2009-07-17;LICENCIADO EN ARTES
45286;2018-12-07;ECONOMISTA
156434;2008-01-25;LICENCIADO EN TRADUCCION
52664;2009-06-12;INGENIERO CIVIL
55979;2010-01-22;TECNICO SUPERIOR EN INSPECCION EN SALUD PUBLICA
37642;2011-07-01;LICENCIADO EN ESTUDIOS INTERNACIONALES
47516;2008-03-07;TECNICO SUPERIOR EN INFORMACION DE SALUD
8806;2009-01-16;TECNICO SUPERIOR EN FISIOTERAPIA
722;2010-11-11;MEDICO CIRUJANO
14678;2008-12-04;ANTROPOLOGO
135606;2008-07-18;LICENCIADO EN LETRAS
135608;2011-07-08;INGENIERO CIVIL
29551;2009-06-05;LICENCIADO EN CONTADURIA PUBLICA
23377;2013-03-15;ARQUITECTO
140834;2009-07-23;MEDICO VETERINARIO
135610;2009-12-04;SOCIOLOGO
18628;2008-06-13;LICENCIADO EN CONTADURIA PUBLICA
2704;2008-07-11;INGENIERO CIVIL
10775;2009-06-05;LICENCIADO EN ESTUDIOS INTERNACIONALES
64363;2015-12-11;MEDICO VETERINARIO
18632;2009-04-24;ARQUITECTO
20672;2011-07-08;LICENCIADO EN COMPUTACION
182656;2009-12-11;INGENIERO ELECTRICISTA
18633;2009-01-23;LICENCIADO EN ARTES
44360;2010-11-26;ABOGADO
12696;2010-12-03;LICENCIADO EN ADMINISTRACION COMERCIAL
18634;2011-12-16;INGENIERO METALURGICO
44727;2008-05-30;LICENCIADO EN ENFERMERIA
23378;2010-07-23;LICENCIADO EN ARTES
166895;2008-07-25;ODONTOLOGO
14680;2018-03-16;LICENCIADO EN ADMINISTRACIÓN COMERCIAL
41008;2009-12-04;ECONOMISTA
176902;2010-06-04;LICENCIADO EN CONTADURIA PUBLICA
172093;2008-04-18;ABOGADO
14682;2008-07-11;INGENIERO QUIMICO
30329;2012-06-22;LICENCIADO EN CONTADURIA PUBLICA
77811;2011-03-18;LICENCIADO EN TERAPIA OCUPACIONAL
14683;2009-07-17;LICENCIADO EN EDUCACION
8809;2012-12-07;LICENCIADO EN ADMINISTRACION COMERCIAL
20677;2008-07-11;LICENCIADO EN COMPUTACION
23379;2008-01-25;LICENCIADO EN PSICOLOGIA
12701;2010-12-03;LICENCIADO EN ADMINISTRACION COMERCIAL
2709;2010-06-18;LICENCIADO EN QUIMICA
188296;2014-03-28;ECONOMISTA
151206;2010-04-23;ARQUITECTO
166899;2009-07-17;LICENCIADO EN EDUCACION
14684;2012-11-30;LICENCIADO EN EDUCACION
140844;2010-07-09;INGENIERO AGRONOMO
10778;2014-07-25;LICENCIADO EN ENFERMERIA
27086;2014-07-29;ODONTOLOGO
161652;2009-01-23;LICENCIADO EN EDUCACION
26717;2008-12-04;SOCIOLOGO
47840;2008-01-18;TECNICO SUPERIOR EN INFORMACION DE SALUD
53806;2012-11-23;ABOGADO
14686;2012-12-13;INGENIERO AGRONOMO
55833;2010-03-26;TECNICO SUPERIOR EN INFORMACION DE SALUD
18636;2013-06-28;ECONOMISTA
20679;2015-07-17;INGENIERO ELECTRICISTA
71831;2018-11-30;LICENCIADO EN EDUCACIÓN
79224;2015-06-05;LICENCIADO EN ENFERMERIA
146031;2009-06-05;LICENCIADO EN ESTUDIOS INTERNACIONALES
146033;2010-03-26;ODONTOLOGO
135615;2009-01-23;LICENCIADO EN ARCHIVOLOGIA
47902;2008-01-18;TECNICO SUPERIOR EN INFORMACION DE SALUD
31262;2008-01-18;TECNICO SUPERIOR EN CARDIOPULMONAR
31262;2018-04-13;LICENCIADO EN TECNOLOGÍA Y TERAPIA CARDIORRESPIRATORIA
71484;2014-11-28;ABOGADO
60534;2011-03-18;TECNICO SUPERIOR EN INFORMACION DE SALUD
728;2008-01-25;LICENCIADO EN ARCHIVOLOGIA
188303;2008-01-25;LICENCIADO EN GEOGRAFIA
78600;2015-06-05;LICENCIADO EN ENFERMERIA
14687;2011-12-16;LICENCIADO EN COMPUTACION
37803;2009-11-27;LICENCIADO EN CIENCIAS POLITICAS Y ADMINISTRATIVAS
38673;2011-07-15;ARQUITECTO
47603;2008-03-07;TECNICO SUPERIOR EN INFORMACION DE SALUD
39673;2018-03-16;SOCIÓLOGO
151212;2014-04-25;LICENCIADO EN HISTORIA
38225;2011-07-29;LICENCIADO EN EDUCACIÓN MENCIÓN: ARTES
23381;2010-06-04;ECONOMISTA
87464;2008-01-18;TECNICO SUPERIOR EN INSPECCION EN SALUD PUBLICA
87464;2013-03-08;LICENCIADO EN INSPECCIÓN EN SALUD PUBLICA
46259;2014-11-21;LICENCIADO EN EDUCACION
55686;2010-03-26;TECNICO SUPERIOR EN INFORMACION DE SALUD
18639;2011-11-11;LICENCIADO EN EDUCACION
79347;2016-11-25;LICENCIADO EN EDUCACION
32267;2009-01-23;LICENCIADO EN EDUCACION
156451;2012-07-27;ODONTOLOGO
47519;2008-03-07;TECNICO SUPERIOR EN INFORMACION DE SALUD
55990;2010-01-22;TECNICO SUPERIOR EN INSPECCION EN SALUD PUBLICA
55891;2010-01-22;TECNICO SUPERIOR EN RADIOLOGIA E IMAGENOLOGIA
166906;2008-01-25;LICENCIADO EN PSICOLOGIA
14691;2008-02-15;INGENIERO AGRONOMO
730;2018-07-20;INGENIERO AGRÓNOMO
731;2008-12-12;INGENIERO AGRONOMO
10779;2008-01-25;LICENCIADO EN PSICOLOGIA
734;2009-07-23;INGENIERO AGRONOMO
38724;2008-07-25;INGENIERO AGRONOMO
18640;2008-07-25;INGENIERO AGRONOMO
16678;2009-07-17;LICENCIADO EN EDUCACION
18641;2014-04-25;LICENCIADO EN EDUCACION
40947;2008-01-18;TECNICO SUPERIOR EN INSPECCION EN SALUD PUBLICA
166909;2013-11-29;LICENCIADO EN ARCHIVOLOGIA
20685;2012-07-13;LICENCIADO EN COMPUTACION
140849;2011-07-01;LICENCIADO EN CIENCIAS ESTADISTICAS
23384;2008-01-25;LICENCIADO EN EDUCACION
188307;2014-12-05;LICENCIADO EN FISICA
34123;2011-07-08;INGENIERO CIVIL
6809;2008-01-25;LICENCIADO EN PSICOLOGIA
172106;2008-11-14;MEDICO CIRUJANO
26965;2009-12-11;ODONTOLOGO
68072;2011-11-11;LICENCIADO EN ENFERMERIA
44744;2008-05-30;LICENCIADO EN ENFERMERIA
135619;2008-01-25;LICENCIADO EN LETRAS
53324;2013-06-28;LICENCIADO EN TRABAJO SOCIAL
54196;2009-10-23;LICENCIADO EN ENFERMERIA
10780;2016-12-13;LICENCIADO EN COMPUTACION
4791;2008-04-18;LICENCIADO EN BIOANALISIS
16681;2018-03-16;LICENCIADO EN CONTADURÍA PÚBLICA
61172;2015-06-19;LICENCIADO EN TRABAJO SOCIAL
127569;2017-06-02;Licenciado en Estadística
56012;2010-01-22;TECNICO SUPERIOR EN INFORMACION DE SALUD
32983;2014-11-28;ABOGADO
20688;2011-07-29;LICENCIADO EN ARTES
6812;2008-07-25;ODONTOLOGO
8815;2008-12-12;INGENIERO MECANICO
151218;2008-11-14;MEDICO CIRUJANO
70600;2012-03-23;TECNICO SUPERIOR EN ENFERMERIA
70600;2016-07-08;LICENCIADO EN ENFERMERIA
6814;2008-06-13;LICENCIADO EN CIENCIAS ESTADISTICAS
23387;2008-11-14;FARMACEUTICO
4793;2008-07-11;INGENIERO QUIMICO
156457;2008-01-25;LICENCIADO EN ARTES
182668;2008-12-04;LICENCIADO EN CONTADURIA PUBLICA
32082;2010-12-03;LICENCIADO EN ADMINISTRACION COMERCIAL
182669;2008-07-11;INGENIERO ELECTRICISTA
81856;2018-12-04;ABOGADO
188315;2011-07-29;LICENCIADO EN ARTES
38705;2011-11-25;LICENCIADO EN CIENCIAS POLITICAS Y ADMINISTRATIVAS
12709;2008-01-25;LICENCIADO EN ARTES
176913;2012-12-13;MEDICO VETERINARIO
4797;2008-06-13;SOCIOLOGO
18645;2008-07-25;ODONTOLOGO
737;2010-07-09;INGENIERO AGRONOMO
10787;2010-07-09;INGENIERO AGRONOMO
2716;2012-07-27;INGENIERO AGRONOMO
18646;2012-12-13;INGENIERO QUIMICO
38719;2009-07-23;INGENIERO AGRONOMO
47360;2009-01-16;TECNICO SUPERIOR EN RADIOLOGIA E IMAGENOLOGIA
51057;2010-01-22;TECNICO SUPERIOR EN RADIOLOGIA E IMAGENOLOGIA
53480;2016-12-02;ABOGADO
2717;2014-11-14;SOCIOLOGO
166916;2018-05-25;LICENCIADO EN HISTORIA
173448;2008-12-04;LICENCIADO EN CONTADURIA PUBLICA
188318;2008-01-25;LICENCIADO EN PSICOLOGIA
182675;2011-07-01;LICENCIADO EN TRABAJO SOCIAL
8819;2009-07-23;ODONTOLOGO
4798;2010-01-29;LICENCIADO EN BIBLIOTECOLOGIA
146047;2008-12-04;LICENCIADO EN CONTADURIA PUBLICA
31580;2010-06-18;LICENCIADO EN QUIMICA
8821;2009-12-04;LICENCIADO EN ADMINISTRACION COMERCIAL
22475;2008-05-30;ARQUITECTO
156463;2008-07-11;INGENIERO MECANICO
30621;2009-11-27;ABOGADO
70944;2015-11-20;LICENCIADO EN BIBLIOTECOLOGIA
18649;2008-07-11;LICENCIADO EN QUIMICA
50600;2012-06-22;LICENCIADO EN ESTUDIOS INTERNACIONALES
57745;2014-11-28;ABOGADO
71661;2012-03-23;LICENCIADO EN ENFERMERIA
30216;2009-11-27;ABOGADO
40139;2016-12-16;LICENCIADO EN NUTRICION Y DIETETICA
2719;2008-12-12;INGENIERO DE MINAS
6823;2008-07-11;LICENCIADO EN QUIMICA
8823;2014-03-13;LICENCIADO EN INSPECCIÓN EN SALUD PUBLICA
188320;2009-01-23;LICENCIADO EN GEOGRAFIA
61909;2011-03-18;TECNICO SUPERIOR EN INFORMACION DE SALUD
72113;2015-11-20;LICENCIADO EN EDUCACION
16690;2011-11-11;LICENCIADO EN EDUCACION
33146;2009-11-27;ABOGADO
20696;2015-12-11;MEDICO CIRUJANO
37856;2008-05-30;TECNICO SUPERIOR EN ENFERMERIA
37856;2012-03-23;LICENCIADO EN ENFERMERIA
10793;2008-12-12;INGENIERO ELECTRICISTA
29411;2009-11-27;ABOGADO
176922;2009-12-04;LICENCIADO EN ADMINISTRACION COMERCIAL
14703;2011-07-01;LICENCIADO EN CONTADURIA PUBLICA
34378;2009-12-11;ODONTOLOGO
161669;2009-06-05;LICENCIADO EN CONTADURIA PUBLICA
28401;2009-01-23;LICENCIADO EN TRADUCCION E INTERPRETACION
176923;2009-06-12;LICENCIADO EN BIOANALISIS
34529;2010-07-09;MEDICO VETERINARIO
41077;2011-07-21;MEDICO VETERINARIO
172116;2012-12-13;INGENIERO MECANICO
14704;2009-07-17;LICENCIADO EN EDUCACION
161670;2008-01-25;LICENCIADO EN LETRAS
151234;2008-07-25;ODONTOLOGO
140864;2011-12-02;ECONOMISTA
146054;2009-07-23;ODONTOLOGO
747;2011-11-11;LICENCIADO EN ARCHIVOLOGIA
84523;2012-03-22;LICENCIADO EN FISIOTERAPIA
156468;2009-07-23;ODONTOLOGO
14705;2008-04-18;MEDICO VETERINARIO
748;2010-12-03;LICENCIADO EN CONTADURIA PUBLICA
20701;2009-06-12;LICENCIADO EN BIOANALISIS
48250;2015-06-05;LICENCIADO EN ENFERMERIA
45632;2012-06-22;LICENCIADO EN ADMINISTRACION COMERCIAL
749;2009-06-12;LICENCIADO EN COMPUTACION
182682;2009-11-27;ABOGADO
23393;2009-01-16;LICENCIADO EN FISIOTERAPIA
4805;2010-11-26;ABOGADO
12719;2010-12-03;LICENCIADO EN TRABAJO SOCIAL
10798;2009-01-23;LICENCIADO EN ARCHIVOLOGIA
129670;2018-04-13;LICENCIADO EN TECNOLOGÍA Y TERAPIA CARDIORRESPIRATORIA
55483;2012-11-16;LICENCIADO EN ENFERMERIA
40055;2012-12-07;ECONOMISTA
34572;2011-07-21;ODONTOLOGO
54854;2010-04-23;LICENCIADO EN ENFERMERIA
16694;2013-11-29;LICENCIADO EN LETRAS
32199;2009-06-05;LICENCIADO EN ADMINISTRACION COMERCIAL
12722;2009-07-23;ODONTOLOGO
46778;2008-11-07;LICENCIADO EN ENFERMERIA
156471;2015-11-30;LICENCIADO EN ENFERMERIA
8827;2012-12-07;LICENCIADO EN CONTADURIA PUBLICA
33168;2008-06-13;LICENCIADO EN ADMINISTRACION COMERCIAL
20704;2011-12-13;ODONTOLOGO
10801;2010-12-10;INGENIERO AGRONOMO
135639;2014-07-04;LICENCIADO EN BIOLOGIA
188329;2011-12-02;LICENCIADO EN CONTADURIA PUBLICA
20705;2008-12-12;INGENIERO CIVIL
40668;2008-05-30;LICENCIADO EN ENFERMERIA
156473;2009-11-13;MEDICO CIRUJANO
33478;2008-01-25;LICENCIADO EN EDUCACION MENCION MATEMATICA
753;2009-07-17;LICENCIADO EN COMUNICACION SOCIAL
22662;2008-07-11;INGENIERO MECANICO
87493;2013-03-22;LICENCIADO EN COMUNICACION SOCIAL
34120;2008-07-11;INGENIERO DE PETROLEO
79111;2013-03-07;TECNICO SUPERIOR EN INFORMACION DE SALUD
166933;2011-07-01;LICENCIADO EN ESTUDIOS INTERNACIONALES
36571;2008-07-18;LICENCIADO EN EDUCACION MENCION QUIMICA
146061;2008-07-18;LICENCIADO EN HISTORIA
55699;2010-03-26;TECNICO SUPERIOR EN INFORMACION DE SALUD
8831;2009-03-27;ODONTOLOGO
166934;2011-12-16;INGENIERO QUIMICO
55541;2010-03-26;TECNICO SUPERIOR EN INFORMACION DE SALUD
55644;2010-01-22;TECNICO SUPERIOR EN INFORMACION DE SALUD
8832;2008-01-25;LICENCIADO EN PSICOLOGIA
31247;2010-12-03;LICENCIADO EN ADMINISTRACION COMERCIAL
48087;2008-03-07;TECNICO SUPERIOR EN INFORMACION DE SALUD
754;2008-04-18;MEDICO VETERINARIO
48088;2008-03-07;TECNICO SUPERIOR EN INFORMACION DE SALUD
39272;2014-03-28;ANTROPOLOGO
47140;2008-03-07;TECNICO SUPERIOR EN INFORMACION DE SALUD
79470;2013-03-07;TECNICO SUPERIOR EN INFORMACION DE SALUD
47604;2008-03-07;TECNICO SUPERIOR EN INFORMACION DE SALUD
38349;2008-07-18;LICENCIADO EN ARTES
62768;2012-11-16;LICENCIADO EN ENFERMERIA
8833;2008-07-11;INGENIERO GEOLOGO
2728;2010-06-18;INGENIERO ELECTRICISTA
62621;2014-12-12;LICENCIADO EN ENFERMERIA
16701;2008-01-25;LICENCIADO EN COMUNICACION SOCIAL
10803;2009-12-11;LICENCIADO EN BIOANALISIS
14715;2012-03-30;LICENCIADO EN EDUCACION MENCIÓN: FILOSOFIA
71654;2012-11-16;LICENCIADO EN ENFERMERIA
63846;2011-03-18;TECNICO SUPERIOR EN INFORMACION DE SALUD
68221;2013-03-08;LICENCIADO EN FISIOTERAPIA
42620;2013-11-28;ABOGADO
80465;2016-03-04;LICENCIADO EN INSPECCIÓN EN SALUD PUBLICA
12726;2010-12-03;ECONOMISTA
43530;2011-11-25;ABOGADO
4813;2009-07-17;LICENCIADO EN ARTES
18660;2013-11-29;LICENCIADO EN PSICOLOGIA
23397;2010-11-26;ABOGADO
6831;2008-11-28;ABOGADO
40587;2010-04-23;LICENCIADO EN ENFERMERIA
41644;2012-11-23;ABOGADO
16704;2014-11-14;LICENCIADO EN ADMINISTRACION COMERCIAL
77843;2011-03-18;LICENCIADO EN TERAPIA OCUPACIONAL
756;2011-12-02;LICENCIADO EN TRABAJO SOCIAL
14717;2009-07-17;LICENCIADO EN ARCHIVOLOGIA
2732;2008-12-12;INGENIERO MECANICO
4815;2010-06-04;LICENCIADO EN CONTADURIA PUBLICA
156484;2009-07-23;ODONTOLOGO
23399;2009-07-17;LICENCIADO EN EDUCACION
8837;2009-07-23;INGENIERO AGRONOMO
135650;2015-12-03;LICENCIADO EN CONTADURIA PUBLICA
23400;2009-10-23;LICENCIADO EN ENFERMERIA
53079;2009-10-23;LICENCIADO EN ENFERMERIA
6835;2009-06-05;LICENCIADO EN CIENCIAS ESTADISTICAS
30850;2009-01-23;LICENCIADO EN FILOSOFIA
87502;2017-12-05;ABOGADO
166946;2008-01-25;LICENCIADO EN GEOGRAFIA
6836;2014-03-13;LICENCIADO EN INSPECCIÓN EN SALUD PUBLICA
28557;2009-11-27;ABOGADO
166947;2008-04-18;MEDICO CIRUJANO
63897;2011-03-18;TECNICO SUPERIOR EN RADIOLOGIA E IMAGENOLOGIA
47346;2009-01-16;TECNICO SUPERIOR EN RADIOLOGIA E IMAGENOLOGIA
29013;2009-06-05;LICENCIADO EN ESTUDIOS INTERNACIONALES
47527;2008-03-07;TECNICO SUPERIOR EN INFORMACION DE SALUD
54846;2010-11-05;LICENCIADO EN ENFERMERIA
69270;2015-12-11;MEDICO CIRUJANO
48089;2008-03-07;TECNICO SUPERIOR EN INFORMACION DE SALUD
55779;2010-03-26;TECNICO SUPERIOR EN INFORMACION DE SALUD
10809;2009-12-11;INGENIERO AGRONOMO
16706;2011-07-21;MEDICO VETERINARIO
16708;2008-02-15;INGENIERO AGRONOMO
757;2008-04-18;MEDICO VETERINARIO
176932;2009-07-23;INGENIERO AGRONOMO
758;2009-07-23;INGENIERO AGRONOMO
6838;2008-04-18;MEDICO VETERINARIO
127592;2017-07-21;INGENIERO AGRÓNOMO
16709;2009-07-23;INGENIERO AGRONOMO
173452;2008-02-15;INGENIERO AGRONOMO
146073;2008-01-25;LICENCIADO EN LETRAS
33696;2010-06-04;ANTROPOLOGO
27339;2009-01-16;LICENCIADO EN TERAPIA OCUPACIONAL
44331;2015-11-27;ABOGADO
23401;2008-06-13;LICENCIADO EN ADMINISTRACION COMERCIAL
87507;2016-12-16;LICENCIADO EN TERAPIA CARDIORESPIRATORIA
30816;2008-11-28;ABOGADO
61708;2008-12-12;LICENCIADO EN QUIMICA
61708;2011-11-11;LICENCIADO EN EDUCACION MENCION QUIMICA
156491;2011-07-08;INGENIERO ELECTRICISTA
16710;2011-12-02;LICENCIADO EN ESTUDIOS INTERNACIONALES
761;2008-12-12;LICENCIADO EN FISICA
